294,7m58.803523908s
295,10m39.86358416s
296,4m35.385256234s
297,33m37.405170695s
298,6m58.457775855s
299,6m20.101492151s
300,3m24.560661338s
301,1m40.247756535s
302,17m37.037841756s
303,8m59.496498329s
304,16m44.355706074s
305,1m59.072664233s
306,8m2.083777308s
307,24m17.270877402s
308,1m35.423784784s
309,5m13.740814552s
310,12.037055795s
311,6m13.874555559s
312,13m46.18494812s
313,13m37.173746752s
314,26m11.674783274s
315,15m13.210714135s
316,4m38.848678371s
317,10m13.621819606s
318,1.490498756s
319,1m22.798033031s
320,6m12.022893702s
321,13m30.908377028s
322,7m41.099942493s
323,9.118606676s
324,12m27.720687251s
325,4m53.770233866s
326,4m35.497254444s
327,20m19.066534446s
328,2m32.162417139s
329,28m45.440762149s
330,5m29.067607643s
331,9m58.896650372s
332,14m19.426747068s
333,12m15.388748742s
334,1m9.30256031s
335,29.474601306s
336,39.00874436s
337,8m52.571964028s
338,47.877884976s
339,15m24.008114171s
340,9m32.493562818s
341,24.355090982s
342,4m0.774425644s
343,5m27.923082671s
344,8m56.602462701s
345,30.666820221s
346,4m15.267274321s
347,18.620294013s
348,7m29.880543887s
349,47m1.57934889s
350,7m53.144499931s
351,4m8.49658846s
352,1m54.354915938s
353,13m1.946282608s
354,18m12.183009818s
355,12.226423742s
356,2m19.242632334s
357,7.836363923s
358,12m36.984541195s
359,6m18.229523602s
360,16m10.566688518s
361,9m1.344453141s
362,15m28.840748974s
363,37m3.745958757s
364,4m14.493091664s
365,16.37592158s
366,4m5.582856654s
367,5m41.448000255s
368,22m25.850299118s
369,19m39.936356854s
370,14m54.094159376s
371,3m56.480231736s
372,4m57.294997214s
373,31m46.010103256s
374,1m55.203770085s
375,17m36.217713959s
376,3m0.312027509s
377,4m24.808367028s
378,3m10.674811895s
379,6m0.328419012s
380,1m14.302009121s
381,10m31.261265498s
382,4m15.702226804s
383,11m0.699197914s
384,7m10.609566588s
385,19m14.864248102s
386,22m50.774496191s
387,24m20.476299929s
388,4m47.887224104s
389,51.084409744s
390,6m58.943820544s
391,11.931636842s
392,23m45.674658516s
393,25m0.035537263s
394,10m7.499125119s
395,4m58.716674962s
396,12m49.491690068s
397,3m47.524986288s
398,1m32.744671117s
399,14m21.501838525s
400,21m54.369727786s
401,6m58.237529758s
402,17m39.965039214s
403,17m50.405160723s
404,3m29.383555741s
405,15m35.352790113s
406,19m32.280337688s
407,41.602660244s
408,10m1.565729961s
409,14m20.208799295s
410,5m48.896497243s
411,1m39.562180259s
412,40m15.218131348s
413,4m24.495169935s
414,7m2.685923891s
415,2m35.421766491s
416,17m28.054093877s
417,1m18.432456276s
418,7m22.803526236s
419,7m55.900770162s
420,10m9.673387074s
421,39m5.557939638s
422,6m51.111019636s
423,8m18.977409462s
424,7m16.675769278s
425,2m27.449109893s
426,27m10.177827175s
427,1m27.660088039s
428,10m3.687840066s
429,18m52.88865884s
430,3m39.969418711s
431,40m32.369127583s
432,1m37.890193553s
433,9m1.68312856s
434,19m46.938953568s
435,10m13.135355197s
436,1m16.867552206s
437,36m46.255534239s
438,1m3.50234435s
439,4m53.621550471s
440,1m27.640311022s
441,31.729977917s
442,25m59.497171816s
443,6m44.00732433s
444,7m11.188659346s
445,16m2.07559385s
446,33m13.26652379s
447,3m51.922714646s
448,17m49.169022604s
449,18m59.32059051s
450,6m28.68602225s
451,12m23.733888527s
452,9m57.633784752s
453,2m43.237179576s
454,12.811469861s
455,46.825863418s
456,29m35.551137528s
457,3m10.978298921s
458,1m30.846754715s
459,53m49.285092038s
460,3m16.867662607s
461,15m12.88673452s
462,43.209618533s
463,14.771285867s
464,15m18.365188013s
465,5m41.292950438s
466,10m16.448038427s
467,15m13.885677214s
468,10m40.396843882s
469,31m25.423260481s
470,7m18.646738134s
471,7m49.902729294s
472,8m29.189298594s
473,21m42.332212086s
474,59.343795529s
475,2m54.986018356s
476,47m1.640782981s
477,33m5.241685437s
478,10m3.769800448s
479,3m19.611557333s
480,1m41.611494324s
481,8m18.06747816s
482,7m3.42471111s
483,15m37.641550314s
484,13m54.840824357s
485,10m31.498207262s
486,16m35.975679564s
487,11m14.699773317s
488,11m0.13166762s
489,11m58.681521369s
490,9m51.973113749s
491,4m20.981774797s
492,8.016711917s
493,25m12.42012244s
494,21.190975825s
495,19m34.677566936s
496,21m45.975269847s
497,33m57.991506804s
498,2m23.797016545s
499,13m48.504793453s
500,10m47.306438792s
501,19m59.248804784s
502,17m6.363543681s
503,6m27.845184307s
504,1m12.292325569s
505,8m1.675526508s
506,12m6.847983388s
507,12m24.234265428s
508,8m28.519181419s
509,15m57.373884364s
510,4m38.411962958s
511,51.16347606s
512,10m44.850037229s
513,2m1.452499418s
514,1m4.427733646s
515,24m34.139392212s
516,6m25.762005194s
517,6m36.426326928s
518,3m38.948417684s
519,9m14.128533634s
520,29m33.956932599s
521,14m4.259489318s
522,8m34.664695927s
523,8m19.001691961s
524,59m43.524509004s
525,9m54.077626946s
526,3m9.720607487s
527,1m26.061156163s
528,4m31.918570685s
529,5m5.71827204s
530,12m50.918761365s
531,8m49.224503795s
532,3m16.542279829s
533,47.887565789s
534,19m42.743679349s
535,33.129328956s
536,3m19.803075875s
537,12m20.112130641s
538,7m50.791044508s
539,4m47.648685363s
540,15m20.299429788s
541,14m47.694176592s
542,8m35.40833009s
543,10m23.264040513s
544,8m33.03424775s
545,5m33.662822888s
546,30m4.847512558s
547,17m37.572656839s
548,2m14.212712662s
549,31m8.920008768s
550,1m27.461261866s
551,5m10.761668444s
552,40.118469802s
553,2m10.089648564s
554,11m20.603047684s
555,2m28.549572528s
556,3m46.468824245s
557,8m34.54785432s
558,2m25.102490145s
559,12m13.650513485s
560,15m34.335947087s
561,1m19.574980669s
562,7m46.344102555s
563,5m59.142479781s
564,5m29.981086732s
565,11m1.003614198s
566,3m3.953409209s
567,22m35.057340553s
568,1m7.766482169s
569,17m31.573067556s
570,3m59.374493828s
571,1m11.854310616s
572,4m6.85584643s
573,2m25.119882487s
574,19m53.208569686s
575,1m28.3561646s
576,24m30.549959756s
577,13m4.364400082s
578,7m38.914070981s
579,16m17.428168182s
580,17m13.579472898s
581,3m10.388044697s
582,3m39.208467294s
583,3m19.357016181s
584,1m13.52311047s
585,19m20.749434183s
586,40.256666688s
587,13m29.646031715s
588,8m19.201407632s
589,8m34.839138712s
590,23m28.540988566s
591,4m12.785829631s
592,32m43.605904237s
593,4m58.817115205s
594,13m46.43538127s
595,15m55.120760844s
596,1m32.011691297s
597,2m4.882449741s
598,43m20.49982262s
599,14m7.407632279s
600,5m28.706140914s
601,8m1.955160443s
602,1m25.744400244s
603,16m25.654685239s
604,12m17.343643842s
605,12m28.389110079s
606,12m55.595653375s
607,2m3.371656202s
608,1m46.996395737s
609,24.625374114s
610,23.925214674s
611,7m19.769348355s
612,7m38.855152874s
613,27m22.736954677s
614,11m44.678203142s
615,8m12.53706476s
616,5m30.44501093s
617,4m26.71972998s
618,8m22.101690522s
619,8m10.398115544s
620,17m55.140427014s
621,20m7.986365739s
622,4m31.054978183s
623,5m7.303622467s
624,11m44.122317574s
625,5m17.431057465s
626,31m23.938368437s
627,1m47.243026107s
628,34m24.149584645s
629,10m3.279190832s
630,23m28.718582594s
631,2m25.792668142s
632,2m2.537639315s
633,4m47.267297592s
634,1m4.961107417s
635,29m59.116725223s
636,4m37.601818669s
637,18m35.279879261s
638,11m2.207721711s
639,2m59.97765538s
640,10m20.952494394s
641,11m6.120916713s
642,4m7.59207179s
643,1m50.71224355s
644,13m52.209430474s
645,5m2.546725203s
646,6m14.062730723s
647,5m52.340306448s
648,13m0.830400718s
649,48.15067508s
650,1m0.847850412s
651,5m2.382488042s
652,6.488881705s
653,9m43.692249209s
654,18m11.776933442s
655,10.332649143s
656,1m9.651278624s
657,10m40.039102353s
658,29.428563207s
659,4m9.353253443s
660,5m54.899888329s
661,9m37.067541314s
662,3m9.658124525s
663,5m26.527454456s
664,5m3.269234749s
665,2m59.880898323s
666,52.591462527s
667,4m52.791017096s
668,6m38.668482803s
669,5m11.875982313s
670,14m25.919898774s
671,9m39.870023685s
672,11m56.937388064s
673,23.775730233s
674,15m3.16068903s
675,5m4.621436228s
676,2m48.692238589s
677,47m58.209061146s
678,3m48.97454257s
679,5m33.54507205s
680,9m5.952104666s
681,4m7.759486129s
682,20m28.064803232s
683,6m30.756247831s
684,14m9.298772194s
685,8m51.643998767s
686,9m23.894713981s
687,2m48.21095663s
688,13m51.887822792s
689,6m4.381995515s
690,18m4.149729935s
691,2m27.44612497s
692,8m49.855340003s
693,3m27.812856879s
694,21m17.436911866s
695,27m44.149694407s
696,6m29.297413059s
697,1m15.430305965s
698,26.084731049s
699,9m22.577305841s
700,33m57.036922553s
701,2m24.546955778s
702,47.398519411s
703,10m1.519136732s
704,6m13.348438981s
705,14m21.777379793s
706,3m22.984880188s
707,1m40.552878271s
708,13m54.071722293s
709,11m16.235949362s
710,9m19.732078083s
711,29.60828552s
712,8m30.753763268s
713,5m53.241968123s
714,3m13.788983228s
715,5m6.462892037s
716,6m3.898991804s
717,10m59.533788048s
718,23m54.627344992s
719,7m13.878618688s
720,14m36.94548468s
721,2m32.246491867s
722,9m21.334108669s
723,8m0.880696592s
724,5m4.93535846s
725,11m53.032474867s
726,3m32.138173114s
727,23m40.068130664s
728,9m19.648286123s
729,7m28.975202787s
730,21m52.930043195s
731,38m56.415759536s
732,4m40.629972801s
733,10m39.926805487s
734,17m37.184209706s
735,15m11.377976128s
736,9m10.599369596s
737,9m20.815856611s
738,6m18.090581583s
739,12m17.524384918s
740,34m52.079826806s
741,5m38.30978867s
742,2m50.180099827s
743,14m21.185666177s
744,6m59.597629063s
745,10m27.358532233s
746,11m33.308369317s
747,3m12.315775266s
748,20m55.451320815s
749,8m56.826430991s
750,1m35.763177848s
751,2m49.285010051s
752,38.314411378s
753,2m56.638125751s
754,4m43.867923909s
755,3m55.465048506s
756,39.008472592s
757,11m15.303375427s
758,2m20.945282982s
759,2m54.122277354s
760,3m25.540700988s
761,3m33.72054132s
762,2m7.827073814s
763,8m44.880525401s
764,10m2.880612897s
765,17m2.029723463s
766,15m17.690099426s
767,10m18.570640339s
768,51m36.736260081s
769,21.631089555s
770,6m43.672079798s
771,1m11.428752216s
772,10m27.408167868s
773,8m7.869364419s
774,8.823690645s
775,4m32.478739292s
776,57.006622046s
777,3m1.4263609s
778,6m27.905268186s
779,8m43.334767028s
780,10m14.398164568s
781,1m10.825755401s
782,7m4.01609991s
783,21m21.23026497s
784,23m6.38601042s
785,52.786596485s
786,18m59.074058643s
787,39m21.058876485s
788,9m50.588249283s
789,7m53.482455613s
790,18m55.18982591s
791,1m45.273906515s
792,3m16.815754658s
793,2m4.22194216s
794,15.569002764s
795,3m39.946729011s
796,3m56.911546129s
797,2m30.857781455s
798,2m36.783269366s
799,9m53.99845086s
800,7m57.313276644s
801,28.907102256s
802,1h5m32.774343866s
803,3m50.70829278s
804,1m9.689743661s
805,53m2.219113489s
806,14m29.468179684s
807,11m44.327218718s
808,9m36.553322712s
809,3m30.372001354s
810,3.536277865s
811,13m40.833843067s
812,16m24.759439041s
813,5m24.781692682s
814,5.922452904s
815,2m13.248793128s
816,30m35.660658641s
817,7m21.949865797s
818,26m28.907807712s
819,6m45.030875111s
820,6m20.248809739s
821,8m54.525314944s
822,1m31.741208968s
823,1m18.944538272s
824,33m18.672225534s
825,5m44.663658499s
826,3m37.469637868s
827,30.008442773s
828,6m38.121223191s
829,7m0.419751559s
830,7m21.630157278s
831,2m50.836594306s
832,2m51.277355347s
833,25m52.587544054s
834,14m53.022814936s
835,3m5.251602382s
836,5m18.297292503s
837,50.171407901s
838,3m38.644667246s
839,5m47.573047744s
840,4m35.835604253s
841,2m43.260320308s
842,12m43.464327012s
843,22m45.627045648s
844,3m31.212907182s
845,9m29.749853419s
846,5m13.102261209s
847,10m52.58636435s
848,20.223411598s
849,11m47.086875092s
850,56m32.44790871s
851,4m8.272587431s
852,37.325905075s
853,7.36143397s
854,7m32.10048208s
855,23m23.493228792s
856,2m53.219055141s
857,4m59.40702959s
858,8m46.36884699s
859,5m27.025186763s
860,3m52.718997123s
861,38m30.259128264s
862,4m11.178035496s
863,34.771715152s
864,6m17.509592229s
865,7m25.096442713s
866,14m51.380812478s
867,10m27.821494623s
868,2m31.800371082s
869,6m54.291339784s
870,2m52.814698981s
871,3m47.546158797s
872,2m15.128104651s
873,5m15.535693941s
874,3m6.206673485s
875,28m17.335591594s
876,48m34.576819888s
877,15m41.909985177s
878,9m51.323183941s
879,15m23.285079821s
880,15m48.503411248s
881,7m6.35702528s
882,1m5.454661302s
883,35m11.756991259s
884,12m52.476484189s
885,19m44.661608755s
886,2m8.657394826s
887,26m20.852476533s
888,3m20.403761609s
889,32m38.769962971s
890,9m21.829937766s
891,57.120308946s
892,42m4.913162418s
893,8m39.120232865s
894,5m9.881388747s
895,39m15.191687721s
896,13m6.249601887s
897,10m56.067321085s
898,17m15.655692547s
899,2m1.545771534s
900,6m43.842376346s
901,33.609882529s
902,32m20.842595894s
903,3m23.791866527s
904,12m45.362456083s
905,4.814666903s
906,7m30.448948457s
907,51.382602553s
908,56.238325497s
909,52.163547869s
910,18m58.052892213s
911,6m38.460330372s
912,24m1.369306207s
913,1m26.728483309s
914,23m10.003131223s
915,1m9.597317313s
916,10m10.208843723s
917,1m33.760858777s
918,19m44.821957677s
919,41m5.783814147s
920,22m29.693711982s
921,11m41.009538254s
922,6m26.857792158s
923,8m18.910453088s
924,6m17.553807269s
925,16m21.836052914s
926,3m56.799948835s
927,19m5.253072846s
928,10m2.971898639s
929,13m32.541463957s
930,31m49.234694818s
931,7m10.285854237s
932,14m57.226422752s
933,14m16.979238218s
934,49.16359466s
935,6m15.983196976s
936,1m39.764684221s
937,5m1.926527072s
938,5m51.550360627s
939,1m36.366439749s
940,5m23.923038352s
941,16m57.176465989s
942,19m51.927751179s
943,5m25.242202007s
944,3m47.874739308s
945,30m22.396450826s
946,3m13.075240854s
947,23m2.83059027s
948,12m30.393246416s
949,1m26.498750957s
950,6m40.582057124s
951,59.881103086s
952,7m12.445269376s
953,4m24.09572893s
954,10m14.375096575s
955,5m44.946355742s
956,10m14.960495099s
957,1m27.765796384s
958,22m8.686780033s
959,6m20.001388056s
960,18m49.777766476s
961,11m24.308511082s
962,41m57.568444458s
963,3m49.80057771s
964,6m39.231598969s
965,4m1.245518767s
966,4m29.806934733s
967,10m39.137937828s
968,5m44.247584954s
969,11m40.734022769s
970,18m40.854122515s
971,2m14.051036285s
972,9m1.226946865s
973,2m46.676061952s
974,4m34.142244115s
975,13m30.064983816s
976,2m57.009390668s
977,4m43.427806915s
978,1m55.502409789s
979,10m42.841176565s
980,1m29.24611116s
981,1m2.742485252s
982,9.73113907s
983,29.573393773s
984,1h14m10.146721932s
985,5m53.243417128s
986,23m2.25581637s
987,16m4.867308278s
988,1m21.238953573s
989,3m6.522251916s
990,23m47.215279591s
991,27m13.45115196s
992,5m42.036239215s
993,21m46.304656957s
994,27m37.470667218s
995,12m23.293497334s
996,1m7.728303941s
997,2m43.112021386s
998,30.599397787s
999,19m39.857538953s
1000,7m12.844303881s
1001,10m34.906404319s
1002,15m47.047467715s
1003,21m57.868424766s
1004,8m57.738842356s
1005,23m58.28068965s
1006,21.439972486s
1007,2m29.970780663s
1008,40m33.682381589s
1009,5m13.304480133s
1010,15m45.959826049s
1011,2m10.117150114s
1012,9m23.566411456s
1013,4m15.249975057s
1014,17m45.740513774s
1015,3m38.670184228s
1016,12m49.111267004s
1017,37m29.101255745s
1018,6m13.064463517s
1019,14.79822514s
1020,1m47.727586152s
1021,22.858301404s
1022,17m35.68966271s
1023,26m56.480103832s
1024,26m25.403839675s
1025,6m48.728482862s
1026,5m10.749067102s
1027,1m20.582521147s
1028,2m34.556736302s
1029,52.611630922s
1030,53.144921146s
1031,20m15.464634694s
1032,37m1.625724691s
1033,13m33.780973531s
1034,22m50.651216176s
1035,2m28.349679542s
1036,31m57.976616266s
1037,27m55.786578725s
1038,6m12.380295249s
1039,4m28.825625644s
1040,56.614390556s
1041,11m56.216831112s
1042,8m10.329759427s
1043,26m36.193578709s
1044,4m8.497056286s
1045,9m1.30492355s
1046,44m51.006538591s
1047,2m34.667213798s
1048,3.04635484s
1049,21m26.406606379s
1050,25m32.636276321s
1051,7m8.832255402s
1052,2m13.90194264s
1053,2m27.380566529s
1054,8m52.254320411s
1055,4m35.012971499s
1056,23m57.520438994s
1057,15m46.867456726s
1058,13m9.05972054s
1059,8m39.231722865s
1060,7m7.436910913s
1061,6m9.79991537s
1062,16m19.150499362s
1063,20m56.538435914s
1064,25m7.506825188s
1065,5m10.632489312s
1066,7m19.203851703s
1067,6m24.533542448s
1068,3m52.988193259s
1069,19m33.169302021s
1070,29m4.732394274s
1071,4m5.018675665s
1072,2m28.441152299s
1073,4m58.857193591s
1074,31m9.112372448s
1075,27m12.776360266s
1076,3m0.818367232s
1077,10m54.731058798s
1078,9m30.749208895s
1079,5m41.406850275s
1080,17m4.514624753s
1081,24m58.129670128s
1082,1h17m49.944764871s
1083,3m59.56199547s
1084,18.778375774s
1085,8m52.936996049s
1086,25m15.216493234s
1087,38.880894159s
1088,24m47.299687929s
1089,8m29.182411869s
1090,13m23.689310094s
1091,11m59.639489407s
1092,9m48.921176288s
1093,5m58.783150557s
1094,2m11.824746559s
1095,38m36.517638662s
1096,24.426832865s
1097,23m24.921745885s
1098,14m19.310837313s
1099,12m5.023203908s
1100,38m11.047862396s
1101,8m26.593839229s
1102,11m12.44624222s
1103,1m45.967975258s
1104,41m33.006976424s
1105,7m5.612499918s
1106,5m5.34044843s
1107,16m25.212914328s
1108,18.15164581s
1109,3m22.24533385s
1110,37m8.884054287s
1111,6m48.080995124s
1112,1m7.675478493s
1113,1m53.239624384s
1114,2m40.447338928s
1115,5m56.368769084s
1116,11m18.608885408s
1117,7m49.780960778s
1118,14m8.730118709s
1119,5m23.362783662s
1120,5m46.924728768s
1121,4m23.912564569s
1122,4m20.323589604s
1123,20m38.14396411s
1124,25m20.569845624s
1125,17m34.911953897s
1126,11m6.037616046s
1127,19m8.921916018s
1128,15m36.748369782s
1129,21.064872879s
1130,4m31.228461461s
1131,1m33.2511881s
1132,7m37.552481075s
1133,18m13.342907739s
1134,55m45.878579545s
1135,16m2.237456833s
1136,22m38.117535095s
1137,5m11.352284532s
1138,2m3.938222866s
1139,14m32.972271016s
1140,12m5.974915851s
1141,3m55.40998158s
1142,24m17.237849431s
1143,6m3.696583043s
1144,1m32.185308572s
1145,2m39.896781658s
1146,17m46.838837866s
1147,39.33342192s
1148,4m27.867362956s
1149,4m40.214435118s
1150,8m23.404733037s
1151,17m59.931614338s
1152,17m54.41076819s
1153,1m10.234776368s
