num,block_height,elapsed_time
577,578,1204.442109924
578,579,19.438225835
579,580,23.519813173
580,581,633.130817681
581,582,23.365985466
582,583,24.023192709
583,584,633.56992448
584,585,629.108266529
585,586,41.971662279
586,587,1211.60234328
587,588,29.527101453
588,589,3.258437908
589,590,645.899422655
590,591,51.795009726
591,592,625.280479336
592,593,1.334831491
593,594,1.314662974
594,595,1839.957956812
595,596,41.736792771
596,597,1.165022429
597,598,630.321031979
598,599,21.773467724
599,600,654.620630194
600,601,21.11508145
601,602,41.513588379
602,603,17.910298263
603,604,35.502703269
604,605,1218.441880253
605,606,11.159153451
606,607,12.30153929
607,608,1254.02942926
608,609,631.270790239
609,610,44.424506984
610,611,1839.507315086
611,612,630.669421558
612,613,58.410841568
613,614,1202.377751029
614,615,1834.923166496
615,616,650.465437868
616,617,29.856248175
617,618,30.479346809
618,619,632.309369293
619,620,1816.714111583
620,621,36.929874204
621,622,602.071142033
622,623,626.251275648
623,624,608.215097859
624,625,51.058284871
625,626,2.049433258
626,627,650.906028175
627,628,19.948335692
628,629,6.421585132
629,630,4.533198406
630,631,1248.58483451
631,632,638.534020929
632,633,17.58444811
633,634,638.123720277
634,635,1243.136946137
635,636,1846.322072394
636,637,24.566896002
637,638,42.007315363
638,639,30.544440592
639,640,12.481585786
640,641,36.184597264
641,642,33.982610527
642,643,8.747989981
643,644,15.726754501
644,645,6.525700926
645,646,39.732237583
646,647,10800.409955324
647,648,7.905660031
648,649,58.075916798
649,650,653.095017324
650,651,2.400891662
651,652,1818.370303651
652,653,48.697636926
653,654,49.377488317
654,655,1223.180117187
655,656,35.288879281
656,657,646.129266587
657,658,47.211602819
658,659,45.579932002
659,660,14.981107319
660,661,1804.982724435
661,662,2.442939963
662,663,46.469578397
663,664,29.797263992
664,665,618.110959951
665,666,8.814927784
666,667,1229.524256094
667,668,7.8224335
668,669,1206.12458067
669,670,21.422629146
670,671,606.339623176
671,672,51.460972202
672,673,37.231680304
673,674,620.732731187
674,675,637.770089995
675,676,653.041688816
676,677,616.719556154
677,678,652.819006271
678,679,1.09103602
679,680,1810.120874551
680,681,6.44668385
681,682,7.135334947
682,683,6.55343477
683,684,616.18848335
684,685,1234.155350895
685,686,4.516846891
686,687,54.282980245
687,688,1819.089211333
688,689,43.924149192
689,690,616.098918299
690,691,53.379619866
691,692,37.067918707
692,693,26.978904922
693,694,33.77378839
694,695,619.879324033
695,696,6.978958807
696,697,15.365555076
697,698,34.985987321
698,699,9008.612602727
699,700,28.258045717
700,701,39.065498756
701,702,46.606563132
702,703,1815.733112568
703,704,34.661127364
704,705,2.265952683
705,706,610.118186342
706,707,624.416566682
707,708,1252.619389788
708,709,23.366412706
709,710,38.712627998
710,711,0.6678594200000001
711,712,17.17265068
712,713,59.379495664
713,714,24.130188869
714,715,49.453613323
715,716,5.764947259
716,717,1806.498460859
717,718,18.663315546
718,719,43.515723445
719,720,600.906737223
720,721,656.458820443
721,722,14.488435351
722,723,610.471861375
723,724,27.509732614
724,725,2454.834377429
725,726,4.134833981
726,727,1209.944223769
727,728,46.900439265
728,729,12.810612015
729,730,1211.453684248
730,731,1.732733387
731,732,38.016467334
732,733,6.670683456
733,734,1204.698284215
734,735,20.499390006
735,736,15.580069049
736,737,3655.021059453
737,738,602.822393677
738,739,19.624513344
739,740,638.128222134
740,741,619.328695543
741,742,16.592269582
742,743,1215.332099516
743,744,614.802390925
744,745,22.696731685
745,746,1811.463295045
746,747,647.582412061
747,748,10.010821084
748,749,37.967930992
749,750,634.904390297
750,751,34.472899656
751,752,14.147457485
752,753,1250.70947303
753,754,58.362797246
754,755,25.700157962
755,756,4.033609877
756,757,39.025446962
757,758,1215.801010857
758,759,45.129339219
759,760,42.505432509
760,761,13.419888569
761,762,32.800064104
762,763,3606.584387281
763,764,45.290403809
764,765,7.0236434
765,766,49.087798519
766,767,2.623082579
767,768,647.503732973
768,769,53.18118913
769,770,627.588886346
770,771,620.6720996
771,772,1235.139080579
772,773,650.686247439
773,774,600.798971067
774,775,1202.112248062
775,776,44.270019622
776,777,12.10752241
777,778,17.904903708
778,779,614.801170454
779,780,2.714195175
780,781,1827.853448243
781,782,40.801650245
782,783,629.638637475
783,784,1846.118495281
784,785,647.3779994
785,786,16.821034666
786,787,11.380521556
787,788,13.263952483
788,789,1256.462780512
789,790,610.582566359
790,791,1212.981412404
791,792,39.632235152
792,793,20.741313649
793,794,2.026762891
794,795,14.648819588
795,796,653.164964758
796,797,5.80732623
797,798,1225.681770989
798,799,1240.198782214
799,800,59.795236048
800,801,603.065461637
801,802,45.486795973
802,803,23.076263951
803,804,51.477433875
804,805,50.034942851
805,806,22.877790417
806,807,58.269958554
807,808,2.068531886
808,809,25.482686571
809,810,1803.829210093
810,811,39.651620995
811,812,645.596587823
812,813,21.969224858
813,814,636.1348475249999
814,815,607.528667143
815,816,3.021954284
816,817,22.540892842
817,818,58.704701335
818,819,51.277002371
819,820,5.243300699
820,821,2429.564904497
821,822,608.100818163
822,823,3626.652613161
823,824,36.832676642
824,825,1254.631576937
825,826,1853.992566302
826,827,21.708220317
827,828,620.889536092
828,829,55.794543089
829,830,47.494398596
830,831,34.041507163
831,832,634.764858741
832,833,34.300689395
833,834,0.698365
834,835,623.546446358
835,836,15.294501141
836,837,46.895171164
837,838,1256.989484018
838,839,24.368876852
839,840,5.947458021
840,841,1818.610605219
841,842,4220.146591885
842,843,1240.822633929
843,844,25.627543494
844,845,1223.446897289
845,846,9.508486587
846,847,5.596478745
847,848,1203.94970595
848,849,634.0646214020001
849,850,4.222459462
850,851,657.463517018
851,852,17.818198287
852,853,31.012323705
853,854,626.914257475
854,855,59.734060441
855,856,20.073860216
856,857,32.745958859
857,858,1237.861876057
858,859,34.474977542
859,860,17.466383576
860,861,1832.270594986
861,862,8.641750355
862,863,49.436888749
863,864,2.809278661
864,865,641.964614806
865,866,4.13101953
866,867,32.85501243
867,868,1848.905290404
868,869,611.987473354
869,870,39.60574301
870,871,1219.613597053
871,872,7.411406619
872,873,28.907680071
873,874,21.578202189
874,875,4.493000026
875,876,1202.975063392
876,877,4.189928074
877,878,605.49348378
878,879,35.289592711
879,880,16.036279134
880,881,2.84433478
881,882,1212.14750614
882,883,619.40222309
883,884,614.013945006
884,885,614.249573464
885,886,59.180293002
886,887,49.895265813
887,888,657.360462253
888,889,1.159017116
889,890,17.799032597
890,891,8.582741386
891,892,627.355819589
892,893,1834.880979971
893,894,19.711601508
894,895,27.556267474
895,896,15.021771113
896,897,33.427106645
897,898,34.08315867
898,899,13.799672009
899,900,1.990969734
900,901,2429.334414173
901,902,643.015802717
902,903,36.987335291
903,904,617.715376356
904,905,31.991927063
905,906,7.879095092
906,907,3.209607654
907,908,17.804092773
908,909,18.491169898
909,910,1211.181448171
910,911,636.258028171
911,912,647.634812088
912,913,2.6241828400000005
913,914,1827.562250191
914,915,9.244909308
915,916,26.468050085
916,917,651.714516911
917,918,49.206810431
918,919,24.013154005
919,920,1225.228326884
920,921,16.968891217
921,922,23.077313792
922,923,33.721784856
923,924,48.205631321
924,925,609.484505238
925,926,16.69673753
926,927,608.200142586
927,928,655.344382719
928,929,34.458797967
929,930,12.770004009
930,931,1814.65916208
931,932,657.946629358
932,933,4219.132962748
933,934,24.396998979
934,935,53.516116579
935,936,15.954480358
936,937,639.259617737
937,938,22.465602455
938,939,2.41924449
939,940,606.014140844
940,941,6.320060763
941,942,2.097396773
942,943,1815.845352832
943,944,7.248022898
944,945,607.305509185
945,946,1237.319573494
946,947,33.732462021
947,948,55.577168349
948,949,40.299746815
949,950,10.302170977
950,951,3049.671493375
951,952,605.606768021
952,953,33.979294002
953,954,18.556282252
954,955,1245.026955761
955,956,17.339334821
956,957,16.606114083
957,958,47.331402052
958,959,1243.065613655
959,960,647.905644816
960,961,17.988969393
961,962,3.06097763
962,963,1808.477445855
963,964,22.655179023
964,965,1836.116636918
965,966,13.983162641
966,967,52.829905963
967,968,24.215794515
968,969,16.291470303
969,970,9.0097632
970,971,27.46527312
971,972,29.705986876
972,973,606.937718322
973,974,607.780990828
974,975,644.68178346
975,976,1221.928242857
976,977,3618.838666567
977,978,23.863938775
978,979,601.889430232
979,980,15.67413724
980,981,2.251059323
981,982,49.603464895
982,983,3015.825930497
983,984,12.623510767
984,985,637.749997597
985,986,6.462905975
986,987,43.44573493
987,988,1215.524498259
988,989,615.718549138
989,990,23.297994751
990,991,6.034132002
991,992,640.643234286
992,993,1208.767933225
993,994,14.292503054
994,995,652.597807508
995,996,41.066174121
996,997,1818.613728445
997,998,57.756471281
998,999,29.241185131
999,1000,9.074636512
1000,1001,41.973505671
1001,1002,49.015966797
1002,1003,18.558687076
1003,1004,633.513033052
1004,1005,55.541307951
1005,1006,9.795498219
1006,1007,628.150083817
1007,1008,1808.622208305
1008,1009,8.286864274
1009,1010,5.680130432
1010,1011,27.672347674
1011,1012,4252.83070799
1012,1013,21.813763101
1013,1014,632.100457232
1014,1015,11.728540678
1015,1016,8.854141013
1016,1017,604.461971057
1017,1018,21.230358763
1018,1019,13.872933711
1019,1020,1212.495347368
1020,1021,12.148253377
1021,1022,632.91893979
1022,1023,58.992254174
1023,1024,11.671189159
1024,1025,18.512678601
1025,1026,14.987491985
1026,1027,1225.946579043
1027,1028,623.044628497
1028,1029,18.662444666
1029,1030,30.152768902
1030,1031,2.941830783
1031,1032,2431.606214905
1032,1033,609.041542623
1033,1034,1.732151163
1034,1035,51.433446043
1035,1036,21.926520639
1036,1037,626.254494103
1037,1038,33.608441639
1038,1039,2432.116045268
1039,1040,32.729278213
1040,1041,1213.707911227
1041,1042,1253.522333261
1042,1043,4.036135921
1043,1044,614.47976475
1044,1045,34.345624919
1045,1046,9.217520442
1046,1047,5402.912996451
1047,1048,630.060816427
1048,1049,27.722675076
1049,1050,21.985371839
1050,1051,34.715549986
1051,1052,659.051420862
1052,1053,6.915434059
1053,1054,19.03083471
1054,1055,59.450530705
1055,1056,2440.251685644
1056,1057,1.8569890599999999
1057,1058,623.12078454
1058,1059,608.572131556
1059,1060,24.276771218
1060,1061,648.664097089
1061,1062,1212.82123513
1062,1063,16.063350046
1063,1064,50.816848088
1064,1065,25.330893679
1065,1066,15.104487459
1066,1067,1819.845070082
1067,1068,617.471128648
1068,1069,600.683457955
1069,1070,1212.35049893
1070,1071,12.856775136
1071,1072,9.301123838
1072,1073,1808.701562034
1073,1074,4.943073607
1074,1075,35.783596686
1075,1076,655.604489844
1076,1077,40.202945708
1077,1078,640.040626772
1078,1079,14.998173358
1079,1080,4.918736913
1080,1081,646.641192519
1081,1082,28.912902434
1082,1083,6.803054276
1083,1084,47.365131387
1084,1085,1829.002212984
1085,1086,47.949775082
1086,1087,37.354864769
1087,1088,2426.615520291
1088,1089,37.914145665
1089,1090,14.029040437
1090,1091,49.963723918
1091,1092,23.480474313
1092,1093,8.482792493
1093,1094,2437.954222682
1094,1095,1258.782189385
1095,1096,15.347363224
1096,1097,3.644894954
1097,1098,54.854416908
1098,1099,43.256361276
1099,1100,49.0437936
1100,1101,1.853402385
1101,1102,34.013162291
1102,1103,5.523697419
1103,1104,46.097873686
1104,1105,9.823261631
1105,1106,2409.351254196
1106,1107,649.59907419
1107,1108,637.724154772
1108,1109,619.101468505
1109,1110,51.510076873
1110,1111,601.566835437
1111,1112,5.13819109
1112,1113,36.626265819
1113,1114,7.691936042
1114,1115,1801.742255376
1115,1116,653.368232134
1116,1117,2.03366069
1117,1118,639.715643761
1118,1119,40.690712969
1119,1120,1211.65566387
1120,1121,630.176836194
1121,1122,26.692934277
1122,1123,1220.475788234
1123,1124,42.770798797
1124,1125,27.746986043
1125,1126,50.318232196
1126,1127,616.031952879
1127,1128,14.516659844
1128,1129,2.863915707
1129,1130,9.376504264
1130,1131,1253.778923854
1131,1132,6.874122295
1132,1133,1800.069054788
1133,1134,646.916122605
1134,1135,638.008562351
1135,1136,2417.730239735
1136,1137,25.577836718
1137,1138,1206.497981231
1138,1139,33.709525665
1139,1140,28.821733477
1140,1141,1256.23118187
1141,1142,37.185575953
1142,1143,629.600076418
1143,1144,36.023241131
1144,1145,48.078747818
1145,1146,10.092455473
1146,1147,7.534168481
1147,1148,4224.837480673
1148,1149,47.384715451
1149,1150,20.480793842
1150,1151,5.536623454
1151,1152,41.366678201
1152,1153,27.079684031
1153,1154,653.428859613
1154,1155,53.045717259
1155,1156,635.692452258
1156,1157,3.44521256
